Participant,TaskKey,CognitiveLoad,EEG_Delta_Mean,EEG_Theta_Mean,EEG_Alpha_Mean,EEG_Beta_Mean,EEG_Gamma_Mean,EEG_Delta_Var,EEG_Theta_Var,EEG_Alpha_Var,EEG_Beta_Var,EEG_Gamma_Var,EEG_Theta_Alpha_Ratio,EEG_Theta_Beta_Ratio,GSR_Mean,GSR_Var
1,2Item4,1,1.25404945934154,0.7553364751796449,0.8429766857400516,0.4784677954153592,-0.055538366224098204,0.14981370574401087,0.05236982274286306,0.10020485356722858,0.3417426228048566,0.5791364494497714,0.8960348335381281,1.5786568727060895,18.017841967669906,0.10185186858896937
1,2Item5,1,0.9545801325137063,0.7150956399188684,0.8321780726145833,0.4033723760049122,-0.09647062709372797,0.18042986845294054,0.11963519932919303,0.09829893556745888,0.4100841171038253,0.5731966199722502,0.8593060338790652,1.7727927857344579,18.544337302070147,0.23407747241689555
1,2Item6,1,0.9711984101424034,0.6647608985978296,0.7896215565408627,0.3963201709825964,-0.11478261380158089,0.14311735408561801,0.14527476520319327,0.12602268711922665,0.42976842033365636,0.6748126110069886,0.8418727835497682,1.677332988811433,18.25298495425842,0.13345952067731462
1,2Item7,1,1.0052717569524412,0.6902764732410587,0.6772935126734391,0.41741427602273085,-0.056965949928896406,0.12367683546219241,0.09253428712666525,0.09261426346926444,0.45963845837406997,0.6831985054070332,1.0191688821840386,1.6536963665080118,18.26150116598479,0.4799783204792226
1,2Item8,1,0.8856256192694242,0.610949527421376,0.851539496285456,0.38927884214287783,-0.16225658137504825,0.11367701553074783,0.07323968011428633,0.16760726150607022,0.492704290417574,0.6263663997997404,0.7174646970210606,1.5694393316852768,18.52219350363986,0.11143336555819375
1,2Item9,1,0.8345938413650841,0.6152391202870879,0.7304278729296017,0.4100168799367101,-0.0728163380591732,0.09185633614735564,0.07289993774108448,0.11093871094829144,0.4334686721432079,0.6322166778100473,0.8422996195054633,1.5005214392186348,18.391955380498747,0.13116296095260296
1,2Item10,1,0.8397702538108691,0.5807250783975785,0.795795751501631,0.45755749018651043,0.005135433484022589,0.12426840193873463,0.06862263974964117,0.09331350900974701,0.4465687594647338,0.6792000144107272,0.7297413646303526,1.269184943058581,19.762596288625062,1.1513206232559041
1,3spl1,2,0.46294889345135604,0.279924121812648,0.551843416816568,0.26477305861489153,-0.17108444078402366,0.14216597751187565,0.10103480283499046,0.24072463528839325,0.4514419758485112,0.7101914390477854,0.5072528053704074,1.0572228240282202,19.368087159968866,0.1417989371778463
1,3spl2,2,0.5334716716235259,0.40544097719398586,0.529846927704602,0.21469629819280667,-0.20104365554245282,0.16184119074534115,0.06677828086131311,0.19699126546137377,0.5770613066403406,0.8042967773451662,0.7652039772793052,1.8884395246602836,19.39181972816616,0.026905901228101454
1,3Item15,2,0.8014624870369411,0.5353992275387938,0.6341067227625151,0.297492927604708,-0.17844170263038667,0.30726435165908145,0.1864501573945782,0.1838151871568401,0.4924856294304549,0.8199293225061441,0.8443361463855268,1.799704046916027,19.035641341977094,0.04030958278331346
1,3Item2,2,1.0977409743947657,0.7422061834768813,0.8802324015212649,0.4373126091082333,-0.10653607863331521,0.06530685415139248,0.08036099880099377,0.1323788206246226,0.32561726401693114,0.7302138424899133,0.8431934354506461,1.6971982200403228,18.807727996160825,0.0747936080932965
1,3Item5,2,1.0568748675908417,0.7161448534101484,0.827985018391708,0.3700412829222524,-0.12463711257222777,0.11199127372814588,0.0945753111638174,0.12570557611460012,0.3550966379460002,0.585700747604884,0.8649248919216864,1.935310692416185,19.197587981029262,0.021842434774497335
1,3Item12,2,1.1492248819590465,0.7819423242036472,0.871570292769356,0.4098258429969641,-0.16889015247504077,0.05743915291738806,0.09654938028006199,0.13183364265711978,0.36740956770067923,0.6282434934835176,0.8971649559347795,1.9079868574843697,19.501809761039922,0.19640824146324057
1,3Item6,2,1.107019372522163,0.8079426232347074,0.9253238733843085,0.4425244601729388,-0.11051981527526596,0.04733985906040481,0.12727168253438484,0.12984218894489352,0.3505197975585142,0.5888672662277912,0.8731457661484158,1.8257581085872743,19.220851000120955,0.013626723087793696
1,3Item8,2,1.0007902469141172,0.6369963129729863,0.8336054010440639,0.4176598875159928,-0.06334890584148893,0.12361461188040555,0.08470465874903484,0.12060827889857735,0.3511024362665124,0.6542841994963187,0.7641460952760417,1.5251555882857895,19.476311328133654,0.1351059128230348
1,3Item7,2,0.6887107862268067,0.5499908615545166,0.820305627753662,0.3951278412747803,-0.11820022243603523,0.10961859253313763,0.08424098753446393,0.17646325534449686,0.3588217676094646,0.7526039361430135,0.6704706663907082,1.3919314275303365,19.078088388115667,0.036044973466732355
1,3Item9,2,1.0763759471674414,0.7374168571535857,0.8276644480598646,0.4202696200002801,-0.05504822818704804,0.13236665905015427,0.10261908546732366,0.13475848449795932,0.3967184888740673,0.6383359224465971,0.8909611352658796,1.7546280299738681,18.75943293853741,0.05334284554729962
1,3Item17,2,1.0971539460681752,0.7841326916447987,0.9319864417976785,0.42215309779297683,-0.11242567995320307,0.09826948382898307,0.06507974414996447,0.08086601796823586,0.43373583725710924,0.6719174512420714,0.8413563284149866,1.8574604660887164,18.20903027099731,0.02004980215847909
1,3Item19,2,1.0886530498329896,0.7383272782802425,0.8607316654610524,0.45764608523226086,-0.04849576114546355,0.11575657582080752,0.06019796234358258,0.08393129761001225,0.374555736443322,0.5787613774118928,0.8577903045160606,1.6133149621332772,19.166797738554337,0.3637484348976582
1,3Item11,2,1.1054504426481706,0.5969882844690807,0.8346514975408982,0.38709516487613704,-0.08183669720222252,0.14849259501390438,0.06465680274918226,0.10141447087025271,0.3771727966116128,0.5515342567268356,0.7152545529633745,1.542226142550448,19.590297060193432,0.037214417145487406
1,3Item4,2,0.7059365383336027,0.6067610519326893,0.8246871841618693,0.38156132955419636,-0.09417205683453031,0.0718589128285435,0.07186810990403314,0.12106972905729736,0.428743082226073,0.6175488248138906,0.7357469145268632,1.5902058289067262,18.92399556555556,0.025926203242662094
1,3Item13,2,0.9286657244577331,0.6562180607273305,0.7282566139867584,0.38869476353538135,-0.021002943337076252,0.16721173606894368,0.1379208712589702,0.14931814906111726,0.4662179051697931,0.5760339785735286,0.9010808102845207,1.6882606111552025,18.75776045010035,0.021834564375963792
1,3Item10,2,1.099889666910828,0.7737622814092355,0.9344783565764332,0.424641479701433,0.03356567403343948,0.033987094702654264,0.023971331536738028,0.1596868052196317,0.31321298020379607,0.6083700482539101,0.8280151970731411,1.8221542561765665,18.62596358865015,0.0008704927250218914
2,1spl1,0,0.8284408218948321,0.4928881667089982,0.6425194000051375,0.3716009392385917,0.12585327531331217,0.09969004018219658,0.08940813323575007,0.07035769411306249,0.018770031672154793,0.01567830122305526,0.7671179515170113,1.3263910645450259,7.17608270667262,0.02364936714220243
2,1spl2,0,0.6156691734875447,0.3404176583763383,0.5261380851924518,0.3145461085938615,0.05522365256879016,0.209022989107487,0.16064493036975241,0.13805793705993274,0.01647327030016372,0.02073796695565282,0.6470120056121915,1.0822504173263559,7.134386004940209,0.022989756544951008
2,1Item1,0,0.4443991059367681,0.30784139365388646,0.5117155616543325,0.3509328938488291,0.0639337158338993,0.0801107514222233,0.08755081308333319,0.060647979388188646,0.021480946481830628,0.02074884319303686,0.6015869285996985,0.8772087147501373,7.179513331007552,0.019990819943770055
2,1Item2,0,0.47862280276403657,0.2572227121139388,0.48696386437927425,0.3927940564597272,0.11883989029018144,0.13102419033546447,0.1310754497157203,0.11735182007529828,0.030682869312424532,0.02954043331364462,0.5282172464965128,0.6548538788428886,7.00535304998038,0.0069844858456939935
2,1Item3,0,0.3109023556360717,0.15735504722156965,0.3597173353439856,0.3238697911158213,0.09121411212652902,0.11287167127374251,0.10914668857157644,0.11134277239969759,0.016340833075922524,0.013585627272545931,0.437440821787628,0.485858981146648,6.947140668302926,0.037187979058340086
2,1Item4,0,0.36522895361692936,0.21670069073349976,0.42442369544640673,0.32945303107359275,0.08929778403773839,0.14827717479735766,0.11570921254500666,0.11186067912678978,0.018754241565555118,0.02020890110367658,0.5105763239608918,0.6577589812106919,6.830469970506244,0.0498736791258542
2,1Item5,0,0.4062048685026838,0.22032305194152382,0.4311964221097437,0.3595152206350916,0.1251074633075633,0.160430288349574,0.1319127705979655,0.09544172034780192,0.020658922996928418,0.019405693795307818,0.5109575129417283,0.6128337235332749,6.605644937647712,0.05097914255302969
2,1Item6,0,0.5034490192671265,0.2789395341951355,0.5093631125572015,0.37166256012929394,0.12036636284256656,0.1091511291287988,0.07311211502893465,0.07800781871838677,0.015412704478631276,0.01722262979917304,0.5476241344747682,0.7505182479170885,6.556750972637575,0.03541030323096239
2,1Item7,0,0.28838605723745786,0.13306019958291895,0.33561882604191273,0.3965575550426703,0.12476746325800311,0.29047504402580876,0.18566108813584492,0.14272290938898402,0.017981140728355938,0.014264662812843,0.3964622627272996,0.3355381773852808,6.279386034645294,0.011222646349770028
2,1Item8,0,0.5664628381817972,0.32071790434686426,0.512574393763715,0.4066195290505646,0.164766619926933,0.08542076600266821,0.06543145723464308,0.06952446865023137,0.01253988388909174,0.02364879845481806,0.6257002059080766,0.788742007318197,6.351662902827587,0.033840860588812915
2,1Item9,0,0.35903586066352244,0.16679851140241927,0.3791839580500075,0.3909150124344609,0.171788829860283,0.09564560085657665,0.085157863931056,0.09377516783189238,0.01696600984009132,0.02201622949111759,0.43988810027805414,0.42668740178837866,6.439150375164222,0.04494194119673749
2,1Item10,0,0.29031517891697683,0.052850283620950705,0.342439365584956,0.3750274016634055,0.18652900849519616,0.16280095413916168,0.1065863259957458,0.06984222387423296,0.021387089321472243,0.032324190110609746,0.1543347195972547,0.1409237918232468,7.001227765088341,0.07092994739717205
2,2spl1,1,0.5367322856616393,0.28712500887298903,0.482933671215097,0.3417311514071704,0.133364357965326,0.15828329166445115,0.0981022499689613,0.08969074845727112,0.013040927995598372,0.019495679798942317,0.5945433615262689,0.8402072999504635,7.331602778667128,0.018865198165258373
2,2spl2,1,0.6244219050940549,0.3903341497353926,0.5304226599425913,0.35152842559699343,0.07735218979443743,0.10279019500678936,0.08160252305730292,0.06195646648138408,0.03249411484452736,0.02088868828896334,0.7358926729143634,1.1103914227195275,7.255546851365666,0.07806224241355803
2,2Item1,1,0.48230811892790204,0.27223887126677576,0.48350497167774,0.3013250705634591,0.04386213756466588,0.1501279988242129,0.12029754182782036,0.15657316341407218,0.032387410583500545,0.022028949768106685,0.5630528880790336,0.9034723524804414,7.07660454305869,0.05747794010032178
2,2Item2,1,0.48315243516866163,0.2761164967316526,0.5343592635706835,0.3399738299689123,0.13682343850814152,0.09866838372420643,0.09067647736556483,0.10419456655696548,0.03697955617331773,0.03468129392901953,0.5167244493337099,0.8121698542053406,7.092235717269219,0.05271640640229667
2,2Item3,1,0.427871963021799,0.27566444771626963,0.4579205774716339,0.287699984803548,0.0705498180360205,0.14660862762196158,0.12417461764118877,0.1184953114737739,0.030826244251283056,0.025401642850440026,0.6019918315012912,0.9581663584248603,7.221563389004887,0.04199276985757922
2,2Item4,1,0.39536084700987817,0.29636452757077375,0.46734654863911484,0.33146326520529584,0.07809579531863374,0.22276091380857777,0.1910983383660508,0.11224240675063807,0.0334614386409402,0.033204124638256574,0.6341429669259921,0.8941097182914282,7.343559245006556,0.06723935694481462
2,2Item5,1,0.24982772118023114,0.16186101549290044,0.3640401562128063,0.2976814718359687,0.05927140398626571,0.25704898253408887,0.1819962510348136,0.15005682515043794,0.02593470470369239,0.04002646598237559,0.44462406766372653,0.5437389634997225,7.458669267396692,0.045219529876255396
2,2Item6,1,0.6435765798481036,0.371081390316753,0.5403091551102565,0.33986874491134306,0.0719115163728169,0.11084974516915089,0.11700688687749554,0.10595490256314548,0.02831673485066597,0.03359051521602859,0.6867945621877071,1.0918373483319703,7.229880866527483,0.06753574577049663
2,2Item7,1,0.5154887871380317,0.28683895762045364,0.5066524030671401,0.39134024337074247,0.17349971720734225,0.18243740864656088,0.12290583372112647,0.1446211228000071,0.03631281975351614,0.05588267020894974,0.5661454585389525,0.7329656526424411,7.50379940608183,0.063357056021679
2,2Item8,1,0.4741842167962196,0.27273826371229215,0.5069080734769332,0.33527684611349856,0.09272998803142013,0.11118258087589035,0.07000254315037774,0.11569731306635404,0.030613766140057414,0.04436210872632971,0.5380428473026879,0.8134718101186518,7.803158050918561,0.03417703450996894
2,2Item9,1,0.456017094858096,0.23224728428078562,0.40782758015484166,0.33210610866308016,0.10841284148295267,0.21839986493175095,0.11009951676066393,0.08408916760472428,0.02881614897585585,0.050689454554476314,0.5694741969710168,0.6993165061503963,7.6601704552572025,0.07202302580853401
2,2Item10,1,0.47271349339997565,0.24801114088580886,0.453324706519397,0.2830951856120036,0.06321265525328472,0.13557982893512635,0.09267521013276907,0.07365615328557364,0.021434792037342578,0.03210037527422565,0.5470938088570804,0.8760697907086664,7.367140283832854,0.07042224853673977
2,3spl1,2,0.6440630546364835,0.36515803180896084,0.45568568378352414,0.2365115072356175,-0.027249140268052714,0.1381064841182147,0.1354217120468086,0.18720023730662305,0.06108954359888362,0.043427964447242985,0.8013375096091312,1.5439334624054872,7.595207289389224,0.11521672606913408
2,3Item15,2,0.532560760900289,0.2672750947933446,0.3716210686122993,0.2072154167927553,-0.08099088848004977,0.04971488229580213,0.04822423493562109,0.07092506372154007,0.03232844524183296,0.04093521850114393,0.7192140506785161,1.289841738806605,7.453892594227344,0.023139787986588924
2,3Item2,2,0.6009435222110946,0.3308569183938796,0.43904435781155216,0.22100954401541748,-0.0431590124484953,0.21318911940210394,0.13599397135510832,0.1588370717978404,0.03896293476345952,0.03695651206303835,0.7535842603455267,1.4970254717767926,7.032068045201253,0.021335426476083653
2,3Item5,2,0.48467509484166105,0.30320161384953037,0.5121614033920187,0.25243361170780154,0.02645178521975108,0.26432546594603473,0.20446640876434638,0.16024446314002003,0.06989964613402665,0.05981598700024425,0.5920040269521242,1.20111426761734,6.9118780250050476,0.017146073449130425
2,3Item12,2,0.3745274746631935,0.1482602611101652,0.3626479546270701,0.2126405248204119,-0.05887246930156803,0.1859567211250196,0.1532627555296577,0.15818571145538005,0.03902758458748062,0.025910680853406837,0.4088269596165295,0.6972342667896719,6.7019554490996285,0.008141967199040558
2,3Item6,2,0.34765370602330753,0.16919200730019768,0.3305373236112186,0.18794201513085695,-0.03281090514888069,0.27904275714979093,0.20152657794650963,0.1620482547531788,0.025442738893489775,0.022054002524284744,0.5118695974779944,0.9002351405148046,6.642884630655614,0.01053978241639328
2,3Item8,2,0.44410954486373055,0.2721881008697879,0.400538848525356,0.19348559669287346,-0.07417332661468683,0.11601379844957714,0.14467540991199115,0.1041950273140988,0.02356900150407435,0.024774125264786152,0.6795548077104993,1.4067615580454815,6.322634834332196,0.01834890433681185
2,3Item7,2,0.34388273918611395,0.18038529493428113,0.34799816687345814,0.20531987194743767,-0.0576749391050818,0.11121724917187033,0.11273030033917228,0.12044324995349376,0.02725241152602637,0.021752213902461803,0.5183512776419968,0.8785574057921814,6.169775179818221,0.004290904560524271
2,3Item9,2,0.2857014787757207,0.0515063617413692,0.3415741351462466,0.17724464803884307,-0.05488943405198569,0.2250985889922867,0.1719924977457134,0.18604656078071144,0.03295017156441009,0.022181829232606,0.15079116446719637,0.29059473456985213,6.015315561809463,0.006851959154808916
3,1spl1,0,0.9262202200531341,0.6314775214579826,0.6482433528330768,0.38409072361711005,0.04655013354788348,0.18150403473586477,0.10968516080844115,0.13113764604097392,0.16211204907757626,0.3148086627298689,0.9741365148196933,1.6440842774515994,3.4087200708987724,0.008445080340919679
3,1spl2,0,0.8412569171568519,0.5396740813484394,0.6102442428549021,0.37597319204413476,0.03007435849214551,0.24453249093811488,0.17872061396066466,0.13632542367606765,0.16370513445803378,0.32624218860927906,0.8843575122303945,1.4354057452311184,3.100387010903407,0.00557152773009347
3,1Item1,0,0.8661159790252886,0.5800536199526578,0.6400990490869207,0.37912550870038564,0.03338176751953517,0.20516880380721578,0.1441884435617543,0.1338728125743501,0.1934775367378283,0.3379972455688841,0.9061935334443799,1.5299778176653454,2.9076169129485927,0.0028699403708249234
3,1Item2,0,1.014486730466169,0.640355754071166,0.6986774766244921,0.21914998450044632,-0.22214871793491506,0.2280409004903886,0.15383456290945827,0.12207066661879097,0.08520056762675465,0.07561102539929752,0.9165255422979708,2.9219977022077503,2.71947762382545,0.006801513703609712
3,1Item3,0,0.7263097668518759,0.45171769430687764,0.6750186313346522,0.2307045669039713,-0.2040694882574736,0.2405167256415939,0.14209796734403946,0.11084015400584928,0.06751765599275072,0.0580077247631359,0.6691929269338016,1.9579919826073886,2.5549939633973247,0.002497524968051066
3,1Item4,0,1.019774409765508,0.6320382697533672,0.611294291823838,0.19414008600205124,-0.19516521272699316,0.2123834154011202,0.1580324813413806,0.16195239304824946,0.07531884575137732,0.060981826393058554,1.0339345175851449,3.255578379063409,2.3155017221229484,0.006549713313712693
3,1Item5,0,0.8046975291386752,0.4445599548004445,0.5267640618386612,0.09957113897168972,-0.35333561015146336,1.1758114097523051,1.0783070097368808,0.7378621451296118,0.6776020949210507,0.5575467313338792,0.8439451097038972,4.464747063525062,1.8083521837480423,0.03547292655199615
3,1Item6,0,1.048556461576997,0.6852105851847198,0.7643473145049515,0.28922682985370657,-0.22568294767076397,0.23462478667458903,0.22118440546557355,0.1675127596219938,0.0812855002702289,0.04746735252867373,0.8964649594301884,2.369111410453151,1.4882034310605738,0.0009001328105963115
3,1Item7,0,0.7455317247826254,0.43312892312450124,0.6060026016864962,0.22979858250780805,-0.2158087280719145,0.2132292837152102,0.16154847134677133,0.15185453251125344,0.055114432535561315,0.029082275761836925,0.7147311269033809,1.8848198126938607,1.3983507200273666,0.0004904090276402205
3,1Item8,0,1.0212858936895453,0.6290132108565957,0.6659643904899932,0.2656167794491181,-0.1862782954741775,0.19796798155557382,0.1592143650969331,0.1298599459048794,0.06124756113145679,0.031366008533134745,0.9445147802111087,2.368123014641728,1.3080013770751604,0.0009389658243309625
3,1Item9,0,0.5119744884338333,0.18208768884075707,0.3142894021689574,0.20219132554233973,-0.2008513544520229,0.1914717856965796,0.14971824659707564,0.1152569075023726,0.052981053887329765,0.021433582852845502,0.5793631188477245,0.9005712161576186,1.2269890820469582,0.00048101202016661594
3,1Item10,0,0.46923151563479565,0.2361643958225514,0.40835016837265903,0.20064841226201008,-0.21660813802214507,0.20765961259835253,0.16146092648378704,0.17518198155879483,0.05714638245826469,0.022379768809068903,0.5783379401687685,1.1770060474595627,1.176771061696263,5.160860531669029e-05
3,2spl1,1,0.9256051174190076,0.5938252081785229,0.7352903847904507,0.29593503570367014,-0.21395451607623472,0.20989184796498156,0.17018933764832625,0.144631239983247,0.0762037908038822,0.026958587730052587,0.8076063819876413,2.006606634999898,0.9885890685890686,1.314648532655765e-05
3,2spl2,1,0.8755824769603441,0.49526007025892393,0.5729184225023911,0.23797230648410983,-0.24748570931075672,0.2544621425870424,0.2239480438690104,0.15826315249009998,0.062415030434625846,0.03676448823569936,0.8644512899956637,2.0811668193451207,0.972588870743852,1.2382167605611067e-05
3,2Item1,1,0.9511661807063387,0.5229560615461474,0.536978042885875,0.2468504629203546,-0.2332539355468483,0.28726893394086805,0.20823354926038443,0.12533100014402979,0.06108921136258475,0.020083140834973128,0.9738872333806115,2.1185135860829383,0.9705740183422248,1.3642775998213601e-05
3,2Item2,1,0.9054202764807686,0.5523248593245382,0.6685409839393132,0.21277709916191231,-0.28435688572710904,0.24746034724020505,0.15940708414353602,0.15852164178786768,0.05970146315069237,0.045246619064200584,0.8261645460295536,2.5957908952807784,0.9918731493910492,5.540342323066727e-05
3,2Item3,1,0.9097722262158561,0.5603334320490528,0.63404815252193,0.24343727788125577,-0.23553083661109261,0.2596679870936531,0.20676866686503867,0.1805914805551344,0.07201684769036441,0.03514720504271084,0.8837395534338898,2.3017568822003356,0.9885134531152229,3.142752263915962e-05
3,2Item4,1,0.9049562600955364,0.582534081906032,0.6639793119650779,0.2301824181048321,-0.25008746086724815,0.30031467164915493,0.23421135231453008,0.2220393495350862,0.05408257708220706,0.04887058561898676,0.8773376979241377,2.5307496731135153,0.9864113090424758,2.5943612440900235e-05
3,2Item5,1,1.071697701126061,0.6714192826216194,0.7261319596747937,0.2718733206862006,-0.18893279816887443,0.2345907717628591,0.1860303969931972,0.1711900105507712,0.07182621636758914,0.05277306611859155,0.92465188007655,2.469603411093713,1.0057551648920497,6.529907825179579e-05
3,2Item6,1,0.8305391075337605,0.4962934250732233,0.6114478081479262,0.19832603740498908,-0.3198730278497251,0.22968942628579772,0.1716818524388463,0.1612254156018499,0.07220286367711469,0.05564295392820788,0.8116693160857433,2.5024118318734017,1.0301485366646097,0.00010082116000512202
3,2Item7,1,0.9563018000392026,0.5879635729460139,0.6589467600641686,0.2015613085808123,-0.3228764575023408,0.23112149805653692,0.16637695739208785,0.15118379924128805,0.07072237302844865,0.054592919680620855,0.8922778101169809,2.9170458069001612,1.1099742980505118,0.00024509116311351923
3,2Item8,1,0.9370485023783518,0.5892794872606038,0.6663466156957196,0.20756522098261018,-0.317211351437471,0.26491172203873614,0.20877224529201618,0.1581703264695631,0.0777044667165248,0.04046330108875584,0.8843437821936031,2.839008778214173,1.2038557695912646,0.0004701737395456081
3,2Item9,1,0.8325294418010387,0.5115854165682246,0.5993747587195126,0.19579259945248695,-0.3150791622962073,0.33973588797931836,0.21954605805704056,0.17849413299135586,0.08135572994923804,0.051614698144378024,0.8535317983820833,2.61289453935401,1.2064521857664388,0.00023703047752217707
3,2Item10,1,0.4869840984266457,0.22545171371567901,0.37923108385644755,0.15763633591685725,-0.28579695143763445,0.23425701238250157,0.16803516597728813,0.13422787857279495,0.05284017540502815,0.04498866662776045,0.594496924747138,1.4302014251611916,1.4300276251118726,0.005766315023891061
3,3spl1,2,1.0994479655741871,0.7275287717771848,0.7570573436064534,0.2131299817731199,-0.2355086149885324,0.19006627160763787,0.1334219293022314,0.10006809405193087,0.05751388988805725,0.0432973980212653,0.9609955929499387,3.413544928362567,1.9514809253624248,0.0006371393611239321
3,3Item15,2,0.9847082578959443,0.6146947665291074,0.6601515698245146,0.25881123982431886,-0.22049389152174287,0.2415391249593798,0.1865890573113754,0.179768653846478,0.08424070591696992,0.021417245045073287,0.9311418675583356,2.375069817567786,2.336283388742405,0.0201343855345108
3,3Item2,2,1.149875482404127,0.8158380667804966,0.7971577899657597,0.31501498171922937,-0.20904506975394452,0.19413084386506183,0.13734422428796345,0.1104167943050915,0.07507596645949087,0.03532833784924545,1.0234335987510148,2.589838933177497,2.4583980122441655,0.012071592330859693
3,3Item5,2,1.1035049135357144,0.6490319381094372,0.7124111550644285,0.267353888647,-0.20017927084907716,0.16735527643362838,0.16115761604641943,0.09361399436368055,0.08766881071055393,0.04539239177540979,0.9110356183848706,2.4276135984645095,2.4158882783882776,0.0003246942428888212
